,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
465,PALc,1,620,809,"Pallidum, caudal region","[997, 8, 567, 623, 803, 809]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[179, 192, 223]"
466,BST,1,621,351,Bed nuclei of the stria terminalis,"[997, 8, 567, 623, 803, 809, 351]","[112905828, 691663206, 687527945, 10, 688152362, 12, 184527634, 167587189, 114512891]","[179, 192, 223]"
467,BSTa,1,622,359,"Bed nuclei of the stria terminalis, anterior division","[997, 8, 567, 623, 803, 809, 351, 359]",[12],"[179, 192, 223]"
468,BSTal,1,623,537,"Bed nuclei of the stria terminalis, anterior division, anterolateral area","[997, 8, 567, 623, 803, 809, 351, 359, 537]",[12],"[179, 192, 223]"
469,BSTam,1,624,498,"Bed nuclei of the stria terminalis, anterior division, anteromedial area","[997, 8, 567, 623, 803, 809, 351, 359, 498]",[12],"[179, 192, 223]"
470,BSTdm,1,625,505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 505]",[12],"[179, 192, 223]"
471,BSTfu,1,626,513,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 513]",[12],"[179, 192, 223]"
472,BSTju,1,627,546,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 546]",[12],"[179, 192, 223]"
473,BSTmg,1,628,521,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 521]",[12],"[179, 192, 223]"
474,BSTov,1,629,554,"Bed nuclei of the stria terminalis, anterior division, oval nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 554]",[12],"[179, 192, 223]"
475,BSTrh,1,630,562,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 562]",[12],"[179, 192, 223]"
476,BSTv,1,631,529,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus","[997, 8, 567, 623, 803, 809, 351, 359, 529]",[12],"[179, 192, 223]"
477,BSTp,1,632,367,"Bed nuclei of the stria terminalis, posterior division","[997, 8, 567, 623, 803, 809, 351, 367]",[12],"[179, 192, 223]"
478,BSTpr,1,634,578,"Bed nuclei of the stria terminalis, posterior division, principal nucleus","[997, 8, 567, 623, 803, 809, 351, 367, 578]",[12],"[179, 192, 223]"
479,BSTif,1,635,585,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus","[997, 8, 567, 623, 803, 809, 351, 367, 585]",[12],"[179, 192, 223]"
480,BSTtr,1,636,594,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus","[997, 8, 567, 623, 803, 809, 351, 367, 594]",[12],"[179, 192, 223]"
481,BSTse,1,637,602,"Bed nuclei of the stria terminalis, posterior division, strial extension","[997, 8, 567, 623, 803, 809, 351, 367, 602]",[12],"[179, 192, 223]"
482,BAC,1,638,287,Bed nucleus of the anterior commissure,"[997, 8, 567, 623, 803, 809, 287]","[112905828, 691663206, 687527945, 688152362, 12, 184527634, 167587189]","[179, 192, 223]"
483,BS,1,639,343,Brain stem,"[997, 8, 343]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 112, 128]"
484,IB,1,640,1129,Interbrain,"[997, 8, 343, 1129]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 112, 128]"
485,TH,1,641,549,Thalamus,"[997, 8, 343, 1129, 549]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[255, 112, 128]"
486,DORsm,1,642,864,"Thalamus, sensory-motor cortex related","[997, 8, 343, 1129, 549, 864]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 128, 132]"
487,VENT,1,643,637,Ventral group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 864, 637]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 128, 132]"
488,VAL,1,644,629,Ventral anterior-lateral complex of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 629]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 128, 132]"
489,VM,1,645,685,Ventral medial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 685]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 128, 132]"
490,VP,1,646,709,Ventral posterior complex of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 709]","[112905828, 691663206, 10, 12, 184527634, 112905813, 114512891, 114512892]","[255, 128, 132]"
491,VPL,1,647,718,Ventral posterolateral nucleus of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 709, 718]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
492,VPLpc,1,648,725,"Ventral posterolateral nucleus of the thalamus, parvicellular part","[997, 8, 343, 1129, 549, 864, 637, 709, 725]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
493,VPM,1,649,733,Ventral posteromedial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 864, 637, 709, 733]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 128, 132]"
494,VPMpc,1,650,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part","[997, 8, 343, 1129, 549, 864, 637, 709, 741]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
495,SPF,1,652,406,Subparafascicular nucleus,"[997, 8, 343, 1129, 549, 864, 406]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 128, 132]"
496,SPFm,1,653,414,"Subparafascicular nucleus, magnocellular part","[997, 8, 343, 1129, 549, 864, 406, 414]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
497,SPFp,1,654,422,"Subparafascicular nucleus, parvicellular part","[997, 8, 343, 1129, 549, 864, 406, 422]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
498,SPA,1,655,609,Subparafascicular area,"[997, 8, 343, 1129, 549, 864, 609]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
499,PP,1,656,1044,Peripeduncular nucleus,"[997, 8, 343, 1129, 549, 864, 1044]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 128, 132]"
500,GENd,1,657,1008,"Geniculate group, dorsal thalamus","[997, 8, 343, 1129, 549, 864, 1008]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 128, 132]"
501,MG,1,658,475,Medial geniculate complex,"[997, 8, 343, 1129, 549, 864, 1008, 475]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 128, 132]"
502,MGd,1,659,1072,"Medial geniculate complex, dorsal part","[997, 8, 343, 1129, 549, 864, 1008, 475, 1072]","[184527634, 12, 691663206]","[255, 128, 132]"
503,MGv,1,660,1079,"Medial geniculate complex, ventral part","[997, 8, 343, 1129, 549, 864, 1008, 475, 1079]","[184527634, 12, 691663206]","[255, 128, 132]"
504,MGm,1,661,1088,"Medial geniculate complex, medial part","[997, 8, 343, 1129, 549, 864, 1008, 475, 1088]","[184527634, 12, 691663206]","[255, 128, 132]"
505,LGd,1,662,170,Dorsal part of the lateral geniculate complex,"[997, 8, 343, 1129, 549, 864, 1008, 170]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 128, 132]"
506,DORpm,1,666,856,"Thalamus, polymodal association cortex related","[997, 8, 343, 1129, 549, 856]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 159]"
507,LAT,1,667,138,Lateral group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 138]","[112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[255, 144, 159]"
508,LP,1,668,218,Lateral posterior nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 218]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 159]"
509,PO,1,669,1020,Posterior complex of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 1020]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 112905813, 167587189, 114512891, 114512892]","[255, 144, 159]"
510,POL,1,670,1029,Posterior limiting nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 138, 1029]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813]","[255, 144, 159]"
511,SGN,1,671,325,Suprageniculate nucleus,"[997, 8, 343, 1129, 549, 856, 138, 325]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
512,ATN,1,674,239,Anterior group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 239]","[112905828, 691663206, 12, 184527634, 112905813, 114512891]","[255, 144, 159]"
513,AV,1,675,255,Anteroventral nucleus of thalamus,"[997, 8, 343, 1129, 549, 856, 239, 255]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
514,AM,1,676,127,Anteromedial nucleus,"[997, 8, 343, 1129, 549, 856, 239, 127]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
515,AMd,1,677,1096,"Anteromedial nucleus, dorsal part","[997, 8, 343, 1129, 549, 856, 239, 127, 1096]","[184527634, 12, 691663206]","[255, 144, 159]"
516,AMv,1,678,1104,"Anteromedial nucleus, ventral part","[997, 8, 343, 1129, 549, 856, 239, 127, 1104]","[184527634, 12, 691663206]","[255, 144, 159]"
517,AD,1,679,64,Anterodorsal nucleus,"[997, 8, 343, 1129, 549, 856, 239, 64]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
518,IAM,1,680,1120,Interanteromedial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 239, 1120]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
519,IAD,1,681,1113,Interanterodorsal nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 239, 1113]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
520,LD,1,682,155,Lateral dorsal nucleus of thalamus,"[997, 8, 343, 1129, 549, 856, 239, 155]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 112905813, 114512891]","[255, 144, 159]"
521,MED,1,683,444,Medial group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 444]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
522,IMD,1,684,59,Intermediodorsal nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 444, 59]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
523,MD,1,685,362,Mediodorsal nucleus of thalamus,"[997, 8, 343, 1129, 549, 856, 444, 362]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
524,MDc,1,686,617,"Mediodorsal nucleus of the thalamus, central part","[997, 8, 343, 1129, 549, 856, 444, 362, 617]",[12],"[255, 144, 159]"
525,MDl,1,687,626,"Mediodorsal nucleus of the thalamus, lateral part","[997, 8, 343, 1129, 549, 856, 444, 362, 626]",[12],"[255, 144, 159]"
526,MDm,1,688,636,"Mediodorsal nucleus of the thalamus, medial part","[997, 8, 343, 1129, 549, 856, 444, 362, 636]",[12],"[255, 144, 159]"
527,SMT,1,689,366,Submedial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 444, 366]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
528,PR,1,690,1077,Perireunensis nucleus,"[997, 8, 343, 1129, 549, 856, 444, 1077]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
529,MTN,1,691,571,Midline group of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 571]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
530,PVT,1,692,149,Paraventricular nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 571, 149]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
531,PT,1,693,15,Parataenial nucleus,"[997, 8, 343, 1129, 549, 856, 571, 15]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
532,RE,1,694,181,Nucleus of reuniens,"[997, 8, 343, 1129, 549, 856, 571, 181]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
533,ILM,1,696,51,Intralaminar nuclei of the dorsal thalamus,"[997, 8, 343, 1129, 549, 856, 51]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
534,RH,1,697,189,Rhomboid nucleus,"[997, 8, 343, 1129, 549, 856, 51, 189]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
535,CM,1,698,599,Central medial nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 51, 599]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
536,PCN,1,699,907,Paracentral nucleus,"[997, 8, 343, 1129, 549, 856, 51, 907]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
537,CL,1,700,575,Central lateral nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 51, 575]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
538,PF,1,701,930,Parafascicular nucleus,"[997, 8, 343, 1129, 549, 856, 51, 930]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
539,RT,1,703,262,Reticular nucleus of the thalamus,"[997, 8, 343, 1129, 549, 856, 262]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
540,GENv,1,704,1014,"Geniculate group, ventral thalamus","[997, 8, 343, 1129, 549, 856, 1014]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
541,IGL,1,705,27,Intergeniculate leaflet of the lateral geniculate complex,"[997, 8, 343, 1129, 549, 856, 1014, 27]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
542,LGv,1,707,178,Ventral part of the lateral geniculate complex,"[997, 8, 343, 1129, 549, 856, 1014, 178]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
543,SubG,1,710,321,Subgeniculate nucleus,"[997, 8, 343, 1129, 549, 856, 1014, 321]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189]","[255, 144, 159]"
544,EPI,1,711,958,Epithalamus,"[997, 8, 343, 1129, 549, 856, 958]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 144, 159]"
545,MH,1,712,483,Medial habenula,"[997, 8, 343, 1129, 549, 856, 958, 483]","[112905828, 691663206, 687527945, 10, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
546,LH,1,713,186,Lateral habenula,"[997, 8, 343, 1129, 549, 856, 958, 186]","[112905828, 691663206, 687527945, 688152363, 12, 184527634, 167587189, 114512891]","[255, 144, 159]"
547,HY,1,715,1097,Hypothalamus,"[997, 8, 343, 1129, 1097]","[2, 112905828, 691663206, 12, 184527634, 112905813, 687527670, 114512891, 114512892]","[230, 68, 56]"
548,PVZ,1,716,157,Periventricular zone,"[997, 8, 343, 1129, 1097, 157]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 93, 80]"
549,SO,1,717,390,Supraoptic nucleus,"[997, 8, 343, 1129, 1097, 157, 390]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 93, 80]"
550,PVH,1,720,38,Paraventricular hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 157, 38]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 93, 80]"
551,PVHm,1,721,71,"Paraventricular hypothalamic nucleus, magnocellular division","[997, 8, 343, 1129, 1097, 157, 38, 71]",[12],"[255, 93, 80]"
552,PVHmm,1,723,79,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part","[997, 8, 343, 1129, 1097, 157, 38, 71, 79]",[12],"[255, 93, 80]"
553,PVHpm,1,724,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part","[997, 8, 343, 1129, 1097, 157, 38, 71, 103]",[12],"[255, 93, 80]"
554,PVHpml,1,725,652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone","[997, 8, 343, 1129, 1097, 157, 38, 71, 103, 652]",[12],"[255, 93, 80]"
555,PVHp,1,727,94,"Paraventricular hypothalamic nucleus, parvicellular division","[997, 8, 343, 1129, 1097, 157, 38, 94]",[12],"[255, 93, 80]"
556,PVHap,1,728,55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part","[997, 8, 343, 1129, 1097, 157, 38, 94, 55]",[12],"[255, 93, 80]"
557,PVHmpd,1,729,87,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone","[997, 8, 343, 1129, 1097, 157, 38, 94, 87]",[12],"[255, 93, 80]"
558,PVHpv,1,730,110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part","[997, 8, 343, 1129, 1097, 157, 38, 94, 110]",[12],"[255, 93, 80]"
559,PVa,1,731,30,"Periventricular hypothalamic nucleus, anterior part","[997, 8, 343, 1129, 1097, 157, 30]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 93, 80]"
560,PVi,1,732,118,"Periventricular hypothalamic nucleus, intermediate part","[997, 8, 343, 1129, 1097, 157, 118]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 93, 80]"
561,ARH,1,733,223,Arcuate hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 157, 223]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 93, 80]"
562,PVR,1,734,141,Periventricular region,"[997, 8, 343, 1129, 1097, 141]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 85, 71]"
563,ADP,1,735,72,Anterodorsal preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 72]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
564,AVP,1,737,263,Anteroventral preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 263]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
565,AVPV,1,738,272,Anteroventral periventricular nucleus,"[997, 8, 343, 1129, 1097, 141, 272]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
566,DMH,1,739,830,Dorsomedial nucleus of the hypothalamus,"[997, 8, 343, 1129, 1097, 141, 830]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
567,DMHa,1,740,668,"Dorsomedial nucleus of the hypothalamus, anterior part","[997, 8, 343, 1129, 1097, 141, 830, 668]",[12],"[255, 85, 71]"
568,DMHp,1,741,676,"Dorsomedial nucleus of the hypothalamus, posterior part","[997, 8, 343, 1129, 1097, 141, 830, 676]",[12],"[255, 85, 71]"
569,DMHv,1,742,684,"Dorsomedial nucleus of the hypothalamus, ventral part","[997, 8, 343, 1129, 1097, 141, 830, 684]",[12],"[255, 85, 71]"
570,MEPO,1,743,452,Median preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 452]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
571,MPO,1,744,523,Medial preoptic area,"[997, 8, 343, 1129, 1097, 141, 523]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
572,PD,1,746,914,Posterodorsal preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 914]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
573,PS,1,747,1109,Parastrial nucleus,"[997, 8, 343, 1129, 1097, 141, 1109]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
574,PVp,1,749,126,"Periventricular hypothalamic nucleus, posterior part","[997, 8, 343, 1129, 1097, 141, 126]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
575,PVpo,1,750,133,"Periventricular hypothalamic nucleus, preoptic part","[997, 8, 343, 1129, 1097, 141, 133]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
576,SBPV,1,751,347,Subparaventricular zone,"[997, 8, 343, 1129, 1097, 141, 347]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
577,SCH,1,752,286,Suprachiasmatic nucleus,"[997, 8, 343, 1129, 1097, 141, 286]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 85, 71]"
578,VLPO,1,755,689,Ventrolateral preoptic nucleus,"[997, 8, 343, 1129, 1097, 141, 689]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 85, 71]"
579,MEZ,1,756,467,Hypothalamic medial zone,"[997, 8, 343, 1129, 1097, 467]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[255, 76, 62]"
580,AHN,1,757,88,Anterior hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 88]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
581,AHNa,1,758,700,"Anterior hypothalamic nucleus, anterior part","[997, 8, 343, 1129, 1097, 467, 88, 700]",[12],"[255, 76, 62]"
582,AHNc,1,759,708,"Anterior hypothalamic nucleus, central part","[997, 8, 343, 1129, 1097, 467, 88, 708]",[12],"[255, 76, 62]"
583,AHNp,1,761,724,"Anterior hypothalamic nucleus, posterior part","[997, 8, 343, 1129, 1097, 467, 88, 724]",[12],"[255, 76, 62]"
584,MBO,1,762,331,Mammillary body,"[997, 8, 343, 1129, 1097, 467, 331]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 76, 62]"
585,LM,1,763,210,Lateral mammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 210]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
586,MM,1,764,491,Medial mammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 491]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
587,MMme,1,765,732,"Medial mammillary nucleus, median part","[997, 8, 343, 1129, 1097, 467, 331, 491, 732]","[184527634, 12, 691663206]","[255, 76, 62]"
588,SUM,1,770,525,Supramammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 525]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
589,SUMl,1,771,1110,"Supramammillary nucleus, lateral part","[997, 8, 343, 1129, 1097, 467, 331, 525, 1110]",[12],"[255, 76, 62]"
590,SUMm,1,772,1118,"Supramammillary nucleus, medial part","[997, 8, 343, 1129, 1097, 467, 331, 525, 1118]",[12],"[255, 76, 62]"
591,TM,1,773,557,Tuberomammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 331, 557]","[112905828, 691663206, 12, 184527634, 114512891]","[255, 76, 62]"
592,TMd,1,774,1126,"Tuberomammillary nucleus, dorsal part","[997, 8, 343, 1129, 1097, 467, 331, 557, 1126]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 76, 62]"
593,TMv,1,775,1,"Tuberomammillary nucleus, ventral part","[997, 8, 343, 1129, 1097, 467, 331, 557, 1]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
594,MPN,1,776,515,Medial preoptic nucleus,"[997, 8, 343, 1129, 1097, 467, 515]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
595,MPNl,1,778,748,"Medial preoptic nucleus, lateral part","[997, 8, 343, 1129, 1097, 467, 515, 748]",[12],"[255, 76, 62]"
596,MPNm,1,779,756,"Medial preoptic nucleus, medial part","[997, 8, 343, 1129, 1097, 467, 515, 756]",[12],"[255, 76, 62]"
597,PMd,1,780,980,Dorsal premammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 980]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[255, 76, 62]"
598,PMv,1,781,1004,Ventral premammillary nucleus,"[997, 8, 343, 1129, 1097, 467, 1004]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
599,PVHd,1,782,63,"Paraventricular hypothalamic nucleus, descending division","[997, 8, 343, 1129, 1097, 467, 63]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
600,PVHlp,1,785,455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part","[997, 8, 343, 1129, 1097, 467, 63, 455]",[12],"[255, 76, 62]"
601,VMH,1,787,693,Ventromedial hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 693]","[112905828, 691663206, 687527945, 10, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
602,VMHa,1,788,761,"Ventromedial hypothalamic nucleus, anterior part","[997, 8, 343, 1129, 1097, 467, 693, 761]",[12],"[255, 76, 62]"
603,VMHc,1,789,769,"Ventromedial hypothalamic nucleus, central part","[997, 8, 343, 1129, 1097, 467, 693, 769]",[12],"[255, 76, 62]"
604,VMHdm,1,790,777,"Ventromedial hypothalamic nucleus, dorsomedial part","[997, 8, 343, 1129, 1097, 467, 693, 777]",[12],"[255, 76, 62]"
605,VMHvl,1,791,785,"Ventromedial hypothalamic nucleus, ventrolateral part","[997, 8, 343, 1129, 1097, 467, 693, 785]",[12],"[255, 76, 62]"
606,PH,1,792,946,Posterior hypothalamic nucleus,"[997, 8, 343, 1129, 1097, 467, 946]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[255, 76, 62]"
607,LZ,1,793,290,Hypothalamic lateral zone,"[997, 8, 343, 1129, 1097, 290]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[242, 72, 59]"
608,LHA,1,794,194,Lateral hypothalamic area,"[997, 8, 343, 1129, 1097, 290, 194]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 112905813, 167587189, 114512891, 114512892]","[242, 72, 59]"
609,LPO,1,795,226,Lateral preoptic area,"[997, 8, 343, 1129, 1097, 290, 226]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
610,PSTN,1,797,364,Parasubthalamic nucleus,"[997, 8, 343, 1129, 1097, 290, 364]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189, 114512891]","[242, 72, 59]"
611,RCH,1,799,173,Retrochiasmatic area,"[997, 8, 343, 1129, 1097, 290, 173]","[112905828, 691663206, 687527945, 12, 688152364, 184527634, 167587189]","[242, 72, 59]"
